Reconstruction lambda,SNR,Data points,Fisher information, RNMSE
0.005,0,10,2.6968e-129,1.2822e-05
0.005,0,1,0,1.0251
0.005,0,2,1.4034e-270,2.7277
0.005,0,3,9.9866e-245,2.7589
0.005,0,4,6.2968e-221,1.0924
0.005,0,5,3.1235e-203,1.064
0.005,0,6,1.5899e-186,1.2069
0.005,0,7,5.4366e-170,5.3793e-05
0.005,0,8,5.0631e-155,1.8284e-05
0.005,0,9,3.4249e-140,1.9205e-05
0.005,0,10,2.2435e-125,1.899e-05
0.005,0,1,0,1.079
0.005,0,2,2.7484e-274,84.8753
0.005,0,3,1.9287e-244,1.0324
0.005,0,4,1.2922e-221,1.0772
0.005,0,5,4.3116e-204,4.5187e-05
0.005,0,6,3.1863e-187,4.0622e-05
0.005,0,7,5.4031e-171,1.7206e-05
0.005,0,8,2.9983e-155,1.6543e-05
0.005,0,9,2.0582e-141,1.1398e-05
0.005,0,10,4.0108e-127,1.0169e-05
0.005,0,1,0,1.0163
0.005,0,2,1.5811e-268,1.0633
0.005,0,3,2.5651e-239,1.0313
0.005,0,4,2.8769e-220,1.2051
0.005,0,5,2.7922e-203,1.0039
0.005,0,6,2.244e-188,0.00043849
0.005,0,7,7.0899e-172,0.00034701
0.005,0,8,8.9134e-156,5.5103e-05
0.005,0,9,1.1323e-140,2.3635e-05
0.005,0,10,4.7551e-126,2.1334e-05
0.005,0,1,0,1.0692
0.005,0,2,1.127e-279,1.0004
0.005,0,3,9.9647e-244,3.9225
0.005,0,4,1.1113e-216,1.0259
0.005,0,5,7.8408e-200,8.649e-05
0.005,0,6,2.7363e-185,9.3325e-05
0.005,0,7,2.6259e-171,8.8354e-05
0.005,0,8,7.2356e-160,8.553e-05
0.005,0,9,8.5224e-148,4.8314e-05
0.005,0,10,4.649e-136,3.996e-05
0.005,0,1,0,1.0341
0.005,0,2,9.6042e-264,1.7789
0.005,0,3,6.8665e-238,1.0276
0.005,0,4,2.2821e-219,1.0006
0.005,0,5,7.2508e-203,1.0828
0.005,0,6,1.6841e-187,0.00023641
0.005,0,7,7.0254e-172,9.2205e-06
0.005,0,8,1.0677e-155,8.59e-06
0.005,0,9,5.7279e-141,8.6744e-06
0.005,0,10,1.0241e-126,1.024e-05
0.005,0,1,0,1.084
0.005,0,2,1.3336e-278,638.0536
0.005,0,3,3.785e-245,1.0053
0.005,0,4,2.0118e-221,1.008
0.005,0,5,2.6438e-204,0.74045
0.005,0,6,2.208e-187,0.89788
0.005,0,7,5.1329e-171,2.4793e-05
0.005,0,8,1.4404e-155,2.5696e-05
0.005,0,9,8.6785e-141,2.5038e-05
0.005,0,10,4.894e-126,2.4451e-05
0.005,0,1,0,1.0179
0.005,0,2,9.0569e-273,2.9809
0.005,0,3,6.5719e-245,3.6242
0.005,0,4,3.0182e-224,1.4818
0.005,0,5,1.3278e-204,1.0375
0.005,0,6,9.3085e-188,7.3176e-05
0.005,0,7,3.6388e-171,1.7024e-05
0.005,0,8,1.4645e-155,1.665e-05
0.005,0,9,1.3709e-140,1.5873e-05
0.005,0,10,4.4599e-126,1.2622e-05
0.005,0,1,0,1.0402
0.005,0,2,1.8448e-276,100.5792
0.005,0,3,6.1493e-245,0.9359
0.005,0,4,1.0262e-221,1.0847
0.005,0,5,1.2209e-205,4.5995e-05
0.005,0,6,1.9149e-189,2.6589e-05
0.005,0,7,4.3964e-172,2.869e-05
0.005,0,8,3.1059e-156,1.7444e-05
0.005,0,9,1.5763e-141,1.7168e-05
0.005,0,10,5.9005e-127,1.3815e-05
0.005,0,1,0,1.0292
0.005,0,2,6.1506e-264,1.7975
0.005,0,3,3.3665e-240,1.0284
0.005,0,4,9.7754e-220,1.0007
0.005,0,5,5.7998e-203,1.0003
0.005,0,6,1.3765e-186,0.000162
0.005,0,7,2.1548e-171,0.00016043
0.005,0,8,5.6263e-157,0.00013041
0.005,0,9,4.5105e-143,1.5412e-05
0.005,0,10,3.2874e-128,1.0996e-05
0.005,0,1,0,1.0316
0.005,0,2,2.8932e-266,1.0154
0.005,0,3,1.138e-239,1.0172
0.005,0,4,4.0882e-219,0.92136
0.005,0,5,1.3519e-201,1.1621
0.005,0,6,1.3242e-184,1.072
0.005,0,7,4.2277e-170,3.3919e-05
0.005,0,8,5.2772e-155,1.2746e-05
0.005,0,9,4.4014e-140,1.2584e-05
0.005,0,10,4.056e-125,5.3672e-06
0.005,0,1,0,1.041
0.005,0,2,3.0905e-265,3.0263
0.005,0,3,1.3375e-240,1.2341
0.005,0,4,3.1624e-221,1.1008
0.005,0,5,6.9722e-204,0.97881
0.005,0,6,3.9369e-187,6.6217e-05
0.005,0,7,1.2767e-170,1.7664e-05
0.005,0,8,2.392e-155,9.6134e-06
0.005,0,9,1.1741e-140,6.1066e-06
0.005,0,10,1.1198e-125,5.5547e-06
0.005,0,1,0,1.0071
0.005,0,2,2.8869e-269,1.0028
0.005,0,3,1.3557e-243,1.1902
0.005,0,4,1.3354e-222,0.78308
0.005,0,5,5.2501e-205,0.78194
0.005,0,6,1.0837e-189,0.83925
0.005,0,7,1.7033e-172,4.0597e-05
0.005,0,8,4.1634e-156,4.1467e-05
0.005,0,9,8.6198e-141,2.2811e-05
0.005,0,10,7.8427e-126,2.3855e-05
0.005,0,1,0,1.0506
0.005,0,2,9.3167e-276,79.5876
0.005,0,3,1.7286e-245,1.0147
0.005,0,4,1.7341e-221,1.3186
0.005,0,5,2.3267e-204,1.217
0.005,0,6,8.0226e-187,3.934e-05
0.005,0,7,4.6101e-171,3.5823e-05
0.005,0,8,1.446e-155,3.2049e-05
0.005,0,9,3.4949e-140,2.7424e-05
0.005,0,10,4.064e-126,1.5545e-05
0.005,0,1,0,1.0259
0.005,0,2,1.523e-274,4.6315
0.005,0,3,3.5547e-244,1.0123
0.005,0,4,1.0742e-223,1.0582
0.005,0,5,2.6157e-205,0.60821
0.005,0,6,2.4627e-187,0.000203
0.005,0,7,6.4917e-172,0.00015641
0.005,0,8,3.5855e-156,4.2652e-05
0.005,0,9,9.9424e-142,3.5662e-05
0.005,0,10,9.6396e-127,2.9618e-05
0.005,0,1,0,1.0388
0.005,0,2,1.4015e-272,54.6767
0.005,0,3,7.77e-245,1.0062
0.005,0,4,8.2499e-223,1.4505
0.005,0,5,5.7112e-203,1.5014
0.005,0,6,1.2663e-186,1.1907
0.005,0,7,5.629e-171,7.0114e-05
0.005,0,8,1.718e-155,2.9142e-05
0.005,0,9,2.9275e-141,3.0665e-05
0.005,0,10,5.2506e-127,3.2047e-05
0.005,0,1,0,1.0446
0.005,0,2,1.8205e-272,16.164
0.005,0,3,5.4384e-245,1.0003
0.005,0,4,1.2229e-220,1.2625
0.005,0,5,1.0718e-203,1.0851
0.005,0,6,2.8742e-187,3.9077e-05
0.005,0,7,1.1167e-170,1.3697e-05
0.005,0,8,2.3775e-155,1.6421e-05
0.005,0,9,4.3277e-140,1.3763e-05
0.005,0,10,1.8895e-125,1.849e-05
0.005,0,1,0,1.0222
0.005,0,2,1.6376e-268,1.0297
0.005,0,3,1.0281e-240,1.4915
0.005,0,4,8.2801e-221,3.365
0.005,0,5,3.7359e-202,0.00048196
0.005,0,6,7.1034e-188,0.00040595
0.005,0,7,7.8858e-174,0.00042645
0.005,0,8,3.3104e-159,0.00041962
0.005,0,9,2.2391e-146,0.00041893
0.005,0,10,3.5968e-134,0.00041252
0.005,0,1,0,1.0204
0.005,0,2,1.4076e-267,1.0318
0.005,0,3,9.0785e-236,1.1437
0.005,0,4,1.7891e-222,1.1712
0.005,0,5,2.3818e-205,0.72716
0.005,0,6,1.0041e-187,4.4796e-05
0.005,0,7,2.3868e-171,4.5155e-05
0.005,0,8,1.7258e-156,2.0282e-05
0.005,0,9,1.7097e-141,1.7172e-05
0.005,0,10,3.8803e-127,1.6123e-05
0.005,0,1,0,1.0244
0.005,0,2,1.0597e-275,34.1225
0.005,0,3,1.5558e-242,1.0003
0.005,0,4,2.8633e-222,1.8466
0.005,0,5,8.315e-204,1.0999
0.005,0,6,3.3745e-187,0.00010955
0.005,0,7,4.7965e-171,9.8144e-05
0.005,0,8,3.9815e-156,8.534e-05
0.005,0,9,9.0973e-142,4.7813e-05
0.005,0,10,5.1873e-128,5.2789e-05
0.005,0,1,0,1.0422
0.005,0,2,2.0348e-278,47.9467
0.005,0,3,7.8563e-244,1.0083
0.005,0,4,2.2761e-224,4.7988
0.005,0,5,1.1487e-203,0.00016748
0.005,0,6,1.2977e-187,0.00012793
0.005,0,7,1.6836e-172,0.00010011
0.005,0,8,3.461e-160,9.991e-05
0.005,0,9,4.7509e-148,9.545e-05
0.005,0,10,5.2735e-133,7.8502e-05
0.005,0,1,0,1.0661
0.005,0,2,8.5537e-271,13.633
0.005,0,3,9.2042e-242,1.0225
0.005,0,4,4.7921e-222,1.0076
0.005,0,5,2.1881e-204,1.0031
0.005,0,6,4.7293e-187,4.4352e-05
0.005,0,7,6.1498e-171,4.0221e-05
0.005,0,8,6.2845e-155,1.1969e-05
0.005,0,9,2.6477e-140,1.1468e-05
0.005,0,10,7.795e-126,6.0636e-06
0.005,0,1,0,1.0171
0.005,0,2,2.3093e-267,1.0927
0.005,0,3,4.0585e-243,1.7211
0.005,0,4,1.2701e-224,1.0295
0.005,0,5,2.5315e-203,1.0922
0.005,0,6,2.7897e-186,1.0155
0.005,0,7,3.0189e-170,3.7414e-05
0.005,0,8,3.3272e-155,2.0466e-05
0.005,0,9,1.2526e-140,2.1536e-05
0.005,0,10,1.2136e-125,1.3679e-05
0.005,0,1,0,1.0322
0.005,0,2,1.6058e-274,30.2137
0.005,0,3,1.1381e-245,1.0011
0.005,0,4,5.1307e-222,1.0125
0.005,0,5,1.2047e-204,1.0785
0.005,0,6,1.261e-187,0.71866
0.005,0,7,6.9896e-171,0.00013562
0.005,0,8,4.0194e-156,2.8441e-05
0.005,0,9,4.2685e-140,1.8573e-05
0.005,0,10,2.2629e-126,1.9118e-05
0.005,0,1,0,1.0698
0.005,0,2,4.7739e-280,183.1326
0.005,0,3,1.7389e-247,1.1566
0.005,0,4,5.6927e-225,1.0066
0.005,0,5,3.6961e-205,2.664e-05
0.005,0,6,7.0569e-188,2.0993e-05
0.005,0,7,5.9333e-171,2.2701e-05
0.005,0,8,8.5518e-156,2.241e-05
0.005,0,9,1.9772e-141,1.7028e-05
0.005,0,10,1.762e-127,1.3466e-05
0.005,0,1,0,1.0217
0.005,0,2,1.8359e-266,1.9562
0.005,0,3,3.9934e-241,1.1087
0.005,0,4,1.3815e-221,1.2125
0.005,0,5,1.3857e-203,1.1794
0.005,0,6,1.6927e-187,1.2173
0.005,0,7,1.2892e-171,3.5132e-05
0.005,0,8,2.889e-156,3.2175e-05
0.005,0,9,1.6394e-141,2.2585e-05
0.005,0,10,1.0851e-126,1.9011e-05
0.005,0,1,0,1.0195
0.005,0,2,6.658e-272,5.6939
0.005,0,3,8.1279e-246,1.0572
0.005,0,4,1.5439e-221,1.0821
0.005,0,5,1.7954e-203,1.0236
0.005,0,6,1.5657e-187,9.3728e-05
0.005,0,7,5.9801e-171,4.8045e-05
0.005,0,8,2.8233e-156,3.993e-05
0.005,0,9,4.1209e-141,2.0287e-05
0.005,0,10,6.8179e-127,2.012e-05
0.005,0,1,0,1.0377
0.005,0,2,5.5442e-274,46.1813
0.005,0,3,5.8664e-245,0.99972
0.005,0,4,1.232e-221,1.2858
0.005,0,5,2.151e-204,1.0815
0.005,0,6,1.8279e-187,0.75721
0.005,0,7,5.8731e-172,7.7324e-05
0.005,0,8,3.7826e-156,4.879e-05
0.005,0,9,5.9689e-141,2.3896e-05
0.005,0,10,5.9508e-127,2.9269e-05
0.005,0,1,0,1.0546
0.005,0,2,4.4052e-278,75.608
0.005,0,3,3.2786e-243,1.0163
0.005,0,4,1.7059e-224,1.0734
0.005,0,5,2.5746e-204,1.027
0.005,0,6,5.9115e-187,0.86182
0.005,0,7,1.1749e-171,2.4348e-05
0.005,0,8,1.5514e-156,2.1876e-05
0.005,0,9,1.3697e-142,1.8459e-05
0.005,0,10,2.5869e-128,1.7016e-05
0.005,0,1,0,1.0618
0.005,0,2,1.5653e-279,1.0043
0.005,0,3,3.3438e-242,1.0009
0.005,0,4,7.6424e-219,3.7535
0.005,0,5,2.5894e-200,0.00047282
0.005,0,6,2.9939e-185,0.00026064
0.005,0,7,7.6406e-171,0.00024481
0.005,0,8,5.9552e-158,0.00012206
0.005,0,9,5.9528e-146,0.00012957
0.005,0,10,2.4581e-134,7.7755e-05
0.005,0,1,0,1.0247
0.005,0,2,1.2871e-264,2.2724
0.005,0,3,3.2273e-241,1.0689
0.005,0,4,1.8623e-221,1.1939
0.005,0,5,2.6763e-203,0.98108
0.005,0,6,2.2893e-186,1.9189e-05
0.005,0,7,5.0706e-170,1.4949e-05
0.005,0,8,3.239e-155,1.3437e-05
0.005,0,9,9.1728e-141,1.0988e-05
0.005,0,10,1.8479e-126,1.0425e-05
0.005,0,1,0,1.0411
0.005,0,2,8.9976e-268,2.3185
0.005,0,3,3.4716e-244,2.4536
0.005,0,4,1.5084e-221,1.5886
0.005,0,5,2.1647e-203,1.1688
0.005,0,6,5.1141e-187,2.8706e-05
0.005,0,7,9.612e-171,2.7254e-05
0.005,0,8,2.973e-156,2.717e-05
0.005,0,9,1.4123e-141,2.5748e-05
0.005,0,10,5.2121e-128,1.3953e-05
0.005,0,1,0,1.0779
0.005,0,2,2.1687e-281,1103.1882
0.005,0,3,5.6693e-246,1.007
0.005,0,4,1.2446e-223,1.1412
0.005,0,5,1.1269e-205,8.8952e-05
0.005,0,6,7.6036e-189,2.6704e-05
0.005,0,7,3.8601e-172,2.5537e-05
0.005,0,8,8.2422e-157,1.8782e-05
0.005,0,9,7.9906e-142,1.5826e-05
0.005,0,10,1.9493e-127,9.2023e-06
0.005,0,1,0,1.0704
0.005,0,2,1.2561e-279,1.0015
0.005,0,3,6.4493e-250,1.6566
0.005,0,4,5.2396e-229,1.6741
0.005,0,5,3.0933e-209,0.00086239
0.005,0,6,7.077e-194,1.2575
0.005,0,7,3.876e-177,0.00020478
0.005,0,8,1.9651e-163,0.00018791
0.005,0,9,1.6627e-149,0.00018332
0.005,0,10,2.9696e-133,3.4577e-05
0.005,0,1,0,1.052
0.005,0,2,1.6283e-275,47.2388
0.005,0,3,5.5546e-246,1.1186
0.005,0,4,5.6058e-222,1.4956
0.005,0,5,2.3145e-204,1.1768
0.005,0,6,2.9592e-187,2.7108e-05
0.005,0,7,3.7131e-171,2.6363e-05
0.005,0,8,2.8307e-156,1.751e-05
0.005,0,9,7.5765e-141,1.5405e-05
0.005,0,10,2.7739e-126,1.7614e-05
0.005,0,1,0,1.0378
0.005,0,2,1.3007e-265,1.1722
0.005,0,3,4.8099e-241,1.0539
0.005,0,4,1.4865e-220,0.99982
0.005,0,5,3.7103e-203,1.001
0.005,0,6,2.5971e-187,1.0893
0.005,0,7,2.0754e-172,8.3108e-05
0.005,0,8,3.8899e-158,5.722e-05
0.005,0,9,1.0947e-143,2.01e-05
0.005,0,10,3.9098e-128,1.8991e-05
0.005,0,1,0,1.0286
0.005,0,2,1.7465e-259,0.78829
0.005,0,3,5.2957e-240,1.0148
0.005,0,4,9.0063e-222,1.0664
0.005,0,5,1.4197e-203,1.0548
0.005,0,6,1.1036e-186,4.5659e-05
0.005,0,7,7.5346e-170,1.7415e-05
0.005,0,8,3.0409e-154,1.6606e-05
0.005,0,9,1.6822e-139,1.5993e-05
0.005,0,10,4.065e-125,1.8452e-05
0.005,0,1,0,1.0255
0.005,0,2,2.934e-266,1.1055
0.005,0,3,4.5559e-241,4.4873
0.005,0,4,5.2183e-222,1.4831
0.005,0,5,1.2885e-203,1.2786
0.005,0,6,8.7534e-187,3.4663e-05
0.005,0,7,5.732e-171,3.3752e-05
0.005,0,8,1.135e-155,2.4649e-05
0.005,0,9,2.2493e-141,1.8455e-05
0.005,0,10,8.6246e-127,1.7672e-05
0.005,0,1,0,1.0363
0.005,0,2,9.6814e-265,1.0162
0.005,0,3,7.5449e-239,7.5747
0.005,0,4,2.1752e-220,1.0212
0.005,0,5,9.2169e-203,0.55966
0.005,0,6,8.2245e-186,1.1748e-05
0.005,0,7,2.7565e-170,1.4593e-05
0.005,0,8,1.6313e-154,1.388e-05
0.005,0,9,7.1058e-140,1.2991e-05
0.005,0,10,6.6689e-125,1.1575e-05
0.005,0,1,0,1.0713
0.005,0,2,8.3046e-277,1.1256
0.005,0,3,1.6156e-247,1.0066
0.005,0,4,1.5145e-225,0.00081245
0.005,0,5,3.5915e-206,7.3409e-05
0.005,0,6,1.5042e-190,7.7132e-05
0.005,0,7,8.301e-176,3.6523e-05
0.005,0,8,5.1511e-159,3.3717e-05
0.005,0,9,6.2491e-144,3.3049e-05
0.005,0,10,3.169e-129,2.757e-05
0.005,0,1,0,1.0533
0.005,0,2,2.846e-279,257.7787
0.005,0,3,1.0356e-245,1.0074
0.005,0,4,5.1966e-223,1.3191
0.005,0,5,7.386e-205,1.3453
0.005,0,6,5.9996e-188,0.00011803
0.005,0,7,3.7488e-171,8.707e-05
0.005,0,8,1.7412e-156,8.692e-05
0.005,0,9,1.3514e-140,2.5732e-05
0.005,0,10,2.004e-126,2.714e-05
0.005,0,1,0,1.0666
0.005,0,2,3.7219e-280,403.6638
0.005,0,3,1.512e-245,1.003
0.005,0,4,4.6399e-223,1.0294
0.005,0,5,4.6051e-205,1.0199
0.005,0,6,7.052e-189,8.4981e-05
0.005,0,7,4.2106e-172,7.4681e-05
0.005,0,8,6.3288e-157,3.9998e-05
0.005,0,9,2.0068e-141,2.5692e-05
0.005,0,10,3.3319e-126,2.3538e-05
0.005,0,1,0,1.0634
0.005,0,2,4.9454e-272,22.1739
0.005,0,3,4.7792e-245,1.0019
0.005,0,4,6.316e-222,1.3683
0.005,0,5,2.8842e-204,3.426e-05
0.005,0,6,1.4444e-187,2.669e-05
0.005,0,7,3.0099e-171,2.4485e-05
0.005,0,8,4.7976e-156,2.3256e-05
0.005,0,9,4.0617e-141,2.145e-05
0.005,0,10,1.4749e-126,2.2145e-05
0.005,0,1,0,1.0256
0.005,0,2,3.1955e-270,3.1485
0.005,0,3,2.559e-245,2.3771
0.005,0,4,1.8628e-223,1.081
0.005,0,5,5.4405e-204,1.0708
0.005,0,6,5.812e-187,1.0162
0.005,0,7,4.8522e-171,3.2725e-05
0.005,0,8,1.3404e-155,3.3238e-05
0.005,0,9,1.3499e-140,1.4008e-05
0.005,0,10,4.4265e-126,8.141e-06
0.005,0,1,0,1.0677
0.005,0,2,1.2805e-281,1.1376
0.005,0,3,4.0962e-249,1.3559
0.005,0,4,6.1479e-227,1.0211
0.005,0,5,1.0181e-208,0.70105
0.005,0,6,2.0559e-189,0.74236
0.005,0,7,3.3707e-173,2.6165e-05
0.005,0,8,9.7435e-157,1.6e-05
0.005,0,9,4.4412e-141,2.0135e-05
0.005,0,10,2.67e-126,1.9875e-05
0.005,0,1,0,1.0817
0.005,0,2,2.21e-279,1.1962
0.005,0,3,8.2426e-252,1.0136
0.005,0,4,3.7829e-227,1.2273
0.005,0,5,5.1574e-205,1.0848
0.005,0,6,8.6968e-188,0.85756
0.005,0,7,1.1545e-171,2.4719e-05
0.005,0,8,5.1986e-157,2.4172e-05
0.005,0,9,9.9527e-142,2.0721e-05
0.005,0,10,1.4473e-127,1.8003e-05
0.005,0,1,0,1.0175
0.005,0,2,6.7733e-267,1.028
0.005,0,3,6.4497e-234,1.1931
0.005,0,4,5.9979e-221,1.2067
0.005,0,5,3.8782e-204,1.2672
0.005,0,6,2.5642e-187,1.1373
0.005,0,7,2.1482e-170,1.9814e-05
0.005,0,8,4.9737e-155,2.4036e-05
0.005,0,9,1.2285e-140,2.772e-05
0.005,0,10,4.0308e-127,2.7013e-05
0.005,0,1,0,1.0229
0.005,0,2,1.0489e-267,1.6967
0.005,0,3,9.7675e-242,1.2862
0.005,0,4,1.6321e-221,4.5345
0.005,0,5,1.4358e-209,1.015
0.005,0,6,9.321e-192,1.1671
0.005,0,7,2.8161e-175,0.00011787
0.005,0,8,1.3118e-159,5.3525e-05
0.005,0,9,2.8724e-145,1.6799e-05
0.005,0,10,2.757e-130,1.6332e-05
0.005,0,1,0,1.0422
0.005,0,2,2.198e-278,82.8674
0.005,0,3,3.3273e-247,1.0164
0.005,0,4,9.9184e-223,1.2843
0.005,0,5,3.5116e-205,1.1158
0.005,0,6,3.3696e-188,5.1941e-05
0.005,0,7,6.1314e-172,5.3752e-05
0.005,0,8,1.0356e-155,4.0613e-05
0.005,0,9,5.6402e-141,3.9003e-05
0.005,0,10,1.9797e-126,1.9867e-05
0.005,0,1,0,1.0086
0.005,0,2,6.626e-266,2.1059
0.005,0,3,4.157e-240,1.0657
0.005,0,4,3.4418e-220,1.2483
0.005,0,5,8.4592e-203,1.0126
0.005,0,6,1.3433e-186,2.317e-05
0.005,0,7,7.5259e-170,1.8469e-05
0.005,0,8,4.1718e-155,1.3975e-05
0.005,0,9,2.6214e-140,1.3651e-05
0.005,0,10,2.7271e-126,1.4611e-05
0.005,0,1,0,1.0559
0.005,0,2,8.6507e-277,137.8413
0.005,0,3,4.3378e-244,1.0005
0.005,0,4,2.287e-221,1.3959
0.005,0,5,7.9189e-204,0.65938
0.005,0,6,7.7856e-187,6.6186e-05
0.005,0,7,5.1521e-171,4.8064e-05
0.005,0,8,1.6461e-155,1.6064e-05
0.005,0,9,3.0846e-141,1.3743e-05
0.005,0,10,1.1165e-127,1.6453e-05
0.005,0,1,0,1.0449
0.005,0,2,8.1108e-279,89.4964
0.005,0,3,6.1288e-248,1.0312
0.005,0,4,2.8813e-224,1.5043
0.005,0,5,5.2051e-205,1.0604
0.005,0,6,3.419e-188,1.1289
0.005,0,7,4.6726e-172,0.00015803
0.005,0,8,7.1071e-157,5.8742e-05
0.005,0,9,5.5316e-142,6.0517e-05
0.005,0,10,7.4965e-128,5.8643e-05
0.005,0,1,0,1.036
0.005,0,2,1.7368e-278,82.6479
0.005,0,3,2.4229e-244,1.0374
0.005,0,4,1.7654e-222,1.1117
0.005,0,5,7.1183e-204,1.0346
0.005,0,6,1.8989e-187,1.0568
0.005,0,7,5.0695e-172,0.00010979
0.005,0,8,3.6846e-157,4.4521e-05
0.005,0,9,4.0702e-143,4.6581e-05
0.005,0,10,1.3306e-128,4.2659e-05
0.005,0,1,0,1.0419
0.005,0,2,4.113e-277,52.9193
0.005,0,3,2.2748e-241,1.007
0.005,0,4,3.5558e-219,1.0016
0.005,0,5,4.6189e-202,1.1326
0.005,0,6,4.5565e-186,0.00021373
0.005,0,7,4.9095e-173,0.00021421
0.005,0,8,4.4369e-160,4.5529e-05
0.005,0,9,6.4131e-145,4.6602e-05
0.005,0,10,3.7754e-130,4.7534e-05
0.005,0,1,0,1.0498
0.005,0,2,2.0729e-281,675.1311
0.005,0,3,2.5806e-246,1.0145
0.005,0,4,5.8512e-226,1.1803
0.005,0,5,5.8265e-204,3.3999e-05
0.005,0,6,9.8207e-188,3.3664e-05
0.005,0,7,2.8962e-171,2.1645e-05
0.005,0,8,1.8426e-156,2.0322e-05
0.005,0,9,5.0348e-141,2.065e-05
0.005,0,10,6.9167e-127,2.1218e-05
0.005,0,1,0,1.0371
0.005,0,2,2.249e-277,110.4154
0.005,0,3,8.5998e-244,1.1089
0.005,0,4,1.6643e-222,1.2
0.005,0,5,2.061e-205,1.1982
0.005,0,6,5.5918e-188,1.2951
0.005,0,7,1.1221e-172,5.4343e-05
0.005,0,8,7.2041e-157,3.008e-05
0.005,0,9,3.6862e-142,2.6486e-05
0.005,0,10,1.913e-128,2.2216e-05
0.005,0,1,0,1.0396
0.005,0,2,2.7226e-272,2.9449
0.005,0,3,6.7374e-246,1.6846
0.005,0,4,5.6426e-222,1.4387
0.005,0,5,2.0725e-204,1.211
0.005,0,6,2.4385e-187,7.0077e-05
0.005,0,7,2.6416e-171,2.4088e-05
0.005,0,8,2.4332e-156,2.3351e-05
0.005,0,9,9.0391e-142,1.6684e-05
0.005,0,10,4.0613e-127,1.4781e-05
0.005,0,1,0,1.0778
0.005,0,2,4.7107e-279,1.872
0.005,0,3,8.0165e-246,0.001396
0.005,0,4,2.9929e-222,0.0010177
0.005,0,5,1.1867e-204,0.00098136
0.005,0,6,2.0335e-187,0.00094193
0.005,0,7,7.2914e-172,0.00051289
0.005,0,8,4.9724e-158,0.00050557
0.005,0,9,1.9279e-147,0.00030282
0.005,0,10,3.899e-134,0.00027521
0.005,0,1,0,1.0413
0.005,0,2,1.429e-274,41.1459
0.005,0,3,6.2629e-245,1.1891
0.005,0,4,1.0562e-222,1.3203
0.005,0,5,1.3851e-204,1.2669
0.005,0,6,7.0836e-188,5.0979e-05
0.005,0,7,9.7324e-172,3.9914e-05
0.005,0,8,4.4353e-156,1.734e-05
0.005,0,9,1.9197e-140,1.0063e-05
0.005,0,10,3.2975e-126,1.5858e-05
0.005,0,1,0,1.017
0.005,0,2,1.1994e-267,1.4453
0.005,0,3,3.5536e-243,1.0802
0.005,0,4,5.0924e-222,1.411
0.005,0,5,2.3867e-204,1.2607
0.005,0,6,3.4063e-187,3.3054e-05
0.005,0,7,2.8494e-171,3.4408e-05
0.005,0,8,3.2974e-156,3.6301e-05
0.005,0,9,3.4955e-141,2.4232e-05
0.005,0,10,4.8856e-126,2.811e-05
0.005,0,1,0,1.026
0.005,0,2,3.7254e-270,1.5821
0.005,0,3,1.0847e-241,1.1647
0.005,0,4,1.7229e-222,1.0091
0.005,0,5,8.0316e-205,0.00038412
0.005,0,6,5.5174e-188,7.4097e-05
0.005,0,7,2.0364e-171,7.4942e-05
0.005,0,8,1.3094e-155,5.9116e-05
0.005,0,9,2.2706e-141,5.8535e-05
0.005,0,10,8.7263e-127,5.8962e-05
0.005,0,1,0,1.042
0.005,0,2,4.0831e-264,1.0383
0.005,0,3,2.3821e-237,1.247
0.005,0,4,1.5105e-219,1.6201
0.005,0,5,3.6077e-203,0.00018087
0.005,0,6,7.2549e-188,0.00010207
0.005,0,7,1.8786e-171,9.9962e-05
0.005,0,8,2.3537e-156,7.7274e-05
0.005,0,9,1.7155e-142,7.3229e-06
0.005,0,10,3.7061e-128,6.2725e-06
0.005,0,1,0,1.037
0.005,0,2,2.938e-273,7.2381
0.005,0,3,7.9218e-246,3.1693
0.005,0,4,5.8509e-224,1.0019
0.005,0,5,2.0089e-205,1.3716
0.005,0,6,1.8608e-187,4.3746e-05
0.005,0,7,4.4067e-171,1.9711e-05
0.005,0,8,4.5293e-156,1.6331e-05
0.005,0,9,5.9778e-141,1.2959e-05
0.005,0,10,3.5434e-127,1.4034e-05
0.005,0,1,0,1.0552
0.005,0,2,2.9239e-277,80.8692
0.005,0,3,1.7287e-245,1.1956
0.005,0,4,5.2754e-223,1.0567
0.005,0,5,3.0633e-204,1.1687
0.005,0,6,7.6841e-188,1.9486e-05
0.005,0,7,2.7201e-171,1.7677e-05
0.005,0,8,4.0853e-156,1.5623e-05
0.005,0,9,1.8555e-141,1.3566e-05
0.005,0,10,1.8633e-127,1.2258e-05
0.005,0,1,0,1.0224
0.005,0,2,4.7435e-270,3.2327
0.005,0,3,1.1683e-237,1.3528
0.005,0,4,1.3151e-218,1.0031
0.005,0,5,1.2036e-202,0.00025661
0.005,0,6,1.4557e-186,0.00013245
0.005,0,7,5.5239e-173,1.1645
0.005,0,8,6.4377e-160,0.00010782
0.005,0,9,1.441e-147,0.00010349
0.005,0,10,2.4181e-137,0.00010491
0.005,0,1,0,1.0109
0.005,0,2,5.0434e-266,1.028
0.005,0,3,1.507e-239,1.0134
0.005,0,4,8.2564e-221,1.0214
0.005,0,5,1.6754e-203,1.0217
0.005,0,6,3.4695e-187,1.0193
0.005,0,7,9.6426e-171,5.0773e-05
0.005,0,8,3.0319e-154,1.479e-05
